4|(object_3 GREEN BOX,)|far back on the table, to the right|far back on the table, to the right|
2|(object_2 PURPLE BOX,)|place at left bottom of the table|place at left bottom of the table|
5|(object_4 PURPLE BOX,)|closest to viewer|closest to viewer|
2|(object_1 YELLOW BOX,)|in mormal size|in mormal size|
4|(object_3 GREEN BOX,)|by the end of the table|by the end of the table|
3|(object_5 ORANGE BOX,)|closest to me|closest to me|
2|(object_3 PURPLE BOX,)|just to the right of the center of the table| to the right of the center of the table|
4|(object_4 YELLOW BOX,)|at the front side of table|at the front side of table|
4|(object_1 RED SPHERE,)|at the centre of the table|at the centre of the table|
2|(object_3 PURPLE BOX,)|middle of the table,, bit to the right|middle of the table,, bit to the right|
2|(object_3 PURPLE BOX,)|in the center of the table|in the center of the table|
5|(object_1 YELLOW SPHERE,)|towards the back right center of the table|towards the back right center of the table|
4|(object_4 YELLOW BOX,)|in the very front of the table, closer than any of the other objects|in the front of the table, closer than any of the other objects|
1|(object_3 ORANGE BOX,)|between a pink rectangle and an orange cylinder|between a pink rectangle and an orange cylinder|
2|(object_2 PURPLE BOX,)|by the front left edge of the table|by the front left edge of the table|
1|(object_5 PURPLE BOX,)|at the back of the table|at the back of the table|
3|(object_3 ORANGE CYLINDER,)|close by a blue cylinder and a green block|close by a blue cylinder and a green block|
2|(object_5 PURPLE BOX,)|on the left of the table the same distance away as the other purple block that is not close to me|on the left of the table the same distance away as the other purple block that not close to me|
4|(object_1 RED SPHERE,)|in red color it is in center of the table|in red color in center of the table|
4|(object_4 YELLOW BOX,)|little away from the center of the table| away from the center of the table|
2|(object_3 PURPLE BOX,)|in the middle of table|in the middle of table|
4|(object_4 YELLOW BOX,)|closest to the front of the table|closest to the front of the table|
1|(object_2 ORANGE CYLINDER,)|adjustant to ball|adjustant to ball|
1|(object_5 PURPLE BOX,)|at the farthest end of the table|at the farthest end of the table|
3|(object_4 GREEN BOX,)|second closest to the front of the table|second closest to the front of the table|
5|(object_4 PURPLE BOX,)|at the front of the table, far away from the rest of the objects|at the front of the table, far away from the rest of the objects|
2|(object_1 YELLOW BOX,)|near the back of the table|near the back of the table|
4|(object_5 YELLOW BOX,)|right behind the red ball|right behind the red ball|
1|(object_2 ORANGE CYLINDER,)|near ball type object|near ball type object|
3|(object_1 GREEN CYLINDER,)|at the opposite end of the table|at the opposite end of the table|
1|(object_3 ORANGE BOX,)|toward the edge of the table|toward the edge of the table|
5|(object_2 PURPLE SPHERE,)|close to green oblect, at centre of table, one and a half feet from the back of table|close to green oblect, at centre of table, one and a half feet from the back of table|
1|(object_5 PURPLE BOX,)|on the highest part of the table|on the highest part of the table|
1|(object_5 PURPLE BOX,)|at last position|at last position|
4|(object_3 GREEN BOX,)|on the back righthand corner of the table|on the back righthand corner of the table|
1|(object_1 BLUE SPHERE,)|just right of the center of the table| right of the center of the table|
3|(object_4 GREEN BOX,)|near the center of the table|near the center of the table|
2|(object_3 PURPLE BOX,)|near the center of the table|near the center of the table|
5|(object_5 GREEN BOX,)|at beside small blue ball|at beside blue ball|
5|(object_3 BLUE BOX,)|in the top of the table|in the top of the table|
5|(object_4 PURPLE BOX,)|somewhat nearer to the right side of the table|somewhat nearer to the right side of the table|
2|(object_2 PURPLE BOX,)|in one of the corner of the table|in one of the corner of the table|
4|(object_3 GREEN BOX,)|near the back right corer|near the back right corer|
5|(object_4 PURPLE BOX,)|not near any other object|not near any other object|
4|(object_4 YELLOW BOX,)|at almost bottom of the table|at bottom of the table|
1|(object_5 PURPLE BOX,)|at the end of table|at the end of table|
4|(object_5 YELLOW BOX,)|near the center of the table|near the center of the table|
1|(object_3 ORANGE BOX,)|midway down the table|midway down the table|
1|(object_4 PINK BOX,)|above the orange cylinder near the top of the table|above the orange cylinder near the top of the table|
5|(object_4 PURPLE BOX,)|in the front of the table|in the front of the table|
3|(object_1 GREEN CYLINDER,)|in the back right of the table|in the back right of the table|
4|(object_4 YELLOW BOX,)|closest to the foreground, and central on the table|closest to the foreground, and central on the table|
1|(object_2 ORANGE CYLINDER,)|in the top left of the table|in the top left of the table|
4|(object_5 YELLOW BOX,)|between a red sphere and green cube|between a red sphere and green cube|
2|(object_1 YELLOW BOX,)|in the back left of the table|in the back left of the table|
4|(object_4 YELLOW BOX,)|yellow in color|yellow in color|
4|(object_3 GREEN BOX,)|in the back, right portion of the table|in the back, right portion of the table|
5|(object_4 PURPLE BOX,)|towards the front slightly to the right|towards the front to the right|
5|(object_2 PURPLE SPHERE,)|next to green cube|next to green cube|
3|(object_2 BLUE CYLINDER,)|to the right of the bright green object|to the right of the bright green object|
1|(object_5 PURPLE BOX,)|in the back, right corner of the table|in the back, right corner of the table|
3|(object_5 ORANGE BOX,)|furthest forward on table|furthest forward on table|
5|(object_1 YELLOW SPHERE,)|last to table|last to table|
3|(object_2 BLUE CYLINDER,)|beside green rectangle and front of orange cylinder|beside green rectangle and front of orange cylinder|
2|(object_1 YELLOW BOX,)|towards the north west side of the table|towards the north west side of the table|
4|(object_2 ORANGE CYLINDER,)|in the center of the table|in the center of the table|
5|(object_3 BLUE BOX,)|right of the object|right of the object|
3|(object_3 ORANGE CYLINDER,)|on the back left of the table|on the back left of the table|
5|(object_1 YELLOW SPHERE,)|at the back of the table|at the back of the table|
3|(object_3 ORANGE CYLINDER,)|close to the upper left corner of the table|close to the upper left corner of the table|
3|(object_4 GREEN BOX,)|near the rear of the table, to the right of the small blue wheel-shaped object|near the rear of the table, to the right of the blue wheel-shaped object|
5|(object_2 PURPLE SPHERE,)|on my side of the table|on my side of the table|
2|(object_5 PURPLE BOX,)|nearest to the left edge of the table|nearest to the left edge of the table|
4|(object_4 YELLOW BOX,)|at the front|at the front|
2|(object_3 PURPLE BOX,)|at the center of the table|at the center of the table|
2|(object_2 PURPLE BOX,)|near and to the left|near and to the left|
3|(object_2 BLUE CYLINDER,)|to the left of a green, rectangular object|to the left of a green, rectangular object|
4|(object_5 YELLOW BOX,)|towards the back of the table|towards the back of the table|
3|(object_3 ORANGE CYLINDER,)|beyond a blue cylinder|beyond a blue cylinder|
5|(object_3 BLUE BOX,)|in the upper, center of the table, touching the yellow sphere|in the upper, center of the table, the yellow sphere|
3|(object_2 BLUE CYLINDER,)|on near the edge of  the table|on near the edge of  the table|
3|(object_4 GREEN BOX,)|slightly to the left, and a little past the middle| to the left, and a past the middle|
4|(object_3 GREEN BOX,)|near to cylinder and one  corner|near to cylinder and one  corner|
5|(object_5 GREEN BOX,)|in the center of the table|in the center of the table|
3|(object_5 ORANGE BOX,)|closest to the viewer|closest to the viewer|
4|(object_4 YELLOW BOX,)|closest to your point of view, in front of red ball and brick coloured cylinder|closest to your point of view, in front of red ball and brick coloured cylinder|
1|(object_2 ORANGE CYLINDER,)|in the center of a long dark brown table|in the center of a long dark brown table|
1|(object_1 BLUE SPHERE,)|nearer to the big brown circle shape on the table|nearer to the brown circle shape on the table|
5|(object_2 PURPLE SPHERE,)|next to green cube|next to green cube|
2|(object_1 YELLOW BOX,)|near the back of the table|near the back of the table|
5|(object_2 PURPLE SPHERE,)|little away from center of the table| away from center of the table|
4|(object_2 ORANGE CYLINDER,)|on the left most side of the table|on the left most side of the table|
2|(object_2 PURPLE BOX,)|diagonal to small green color square box|diagonal to green color square box|
5|(object_4 PURPLE BOX,)|slightly to the left of the picture| to the left of the picture|
3|(object_5 ORANGE BOX,)|by itself|by itself|
5|(object_3 BLUE BOX,)|at the very top of the table|at the top of the table|
2|(object_1 YELLOW BOX,)|in the upper left quadrange, inbetween 4,5,and 3. half a table length above 2|in the upper left quadrange, inbetween 4,5,and 3. half a table length above 2|
3|(object_1 GREEN CYLINDER,)|at the bottom end of the table|at the bottom end of the table|
2|(object_1 YELLOW BOX,)|in front of the smallest cube|in front of the smallest cube|
3|(object_3 ORANGE CYLINDER,)|near the back of the table and behind the others|near the back of the table and behind the others|
3|(object_5 ORANGE BOX,)|slightly to the right of the center of the table, with four objects behind it, further back. it is the closest object on the table| to the right of the center of the table, with four objects behind , further back. the closest object on the table|
1|(object_3 ORANGE BOX,)|towards the back-right of the table, in the middle of the group of objects|towards the back-right of the table, in the middle of the group of objects|
4|(object_4 YELLOW BOX,)|close to my side of the table|close to my side of the table|
5|(object_4 PURPLE BOX,)|closest to the front|closest to the front|
2|(object_3 PURPLE BOX,)|near the center of the table|near the center of the table|
1|(object_3 ORANGE BOX,)|between a blue ball and small purple cube|between a blue ball and purple cube|
2|(object_2 PURPLE BOX,)|very close to you| close to you|
3|(object_1 GREEN CYLINDER,)|in front of all other shapes--the green cylinder and green rectangular prism, and the orange and blue cylinders|in front of all other shapes--the green cylinder and green rectangular prism, and the orange and blue cylinders|
5|(object_3 BLUE BOX,)|at the end of table|at the end of table|
2|(object_4 GREEN BOX,)|at the farthest part of the table|at the farthest part of the table|
3|(object_5 ORANGE BOX,)|closest to you|closest to you|
1|(object_1 BLUE SPHERE,)|just to the right of the orange wheel-shaped object near the center of the table| to the right of the orange wheel-shaped object near the center of the table|
4|(object_4 YELLOW BOX,)|closest to me, on its side|closest to me, on its side|
5|(object_1 YELLOW SPHERE,)|present next to the blue colored square|present next to the blue colored square|
2|(object_4 GREEN BOX,)|behind all the other cubes|behind all the other cubes|
4|(object_4 YELLOW BOX,)|closest to the front of the table|closest to the front of the table|
5|(object_2 PURPLE SPHERE,)|near the center of the table|near the center of the table|
1|(object_5 PURPLE BOX,)|directly north of the orange rectangle| north of the orange rectangle|
3|(object_3 ORANGE CYLINDER,)|on the upper lefthand corner of the table|on the upper lefthand corner of the table|
4|(object_4 YELLOW BOX,)|closest to the point of view|closest to the point of view|
2|(object_2 PURPLE BOX,)|in the front of the table|in the front of the table|
3|(object_1 GREEN CYLINDER,)|near the opposite side of the table|near the opposite side of the table|
1|(object_5 PURPLE BOX,)|furthest away from the blue ball|furthest away from the blue ball|
5|(object_2 PURPLE SPHERE,)|approximately in the middle of the table|approximately in the middle of the table|
4|(object_4 YELLOW BOX,)|at the front of the table|at the front of the table|
2|(object_3 PURPLE BOX,)|in the center of the table|in the center of the table|
4|(object_3 GREEN BOX,)|at the top of the table|at the top of the table|
3|(object_5 ORANGE BOX,)|near the center of the table, slightly off to the right|near the center of the table, off to the right|
4|(object_1 RED SPHERE,)|in the center of the table|in the center of the table|
4|(object_2 ORANGE CYLINDER,)|to the right of red|to the right of red|
3|(object_3 ORANGE CYLINDER,)|in the very top left|in the top left|
2|(object_1 YELLOW BOX,)|near the upper left corner of the table|near the upper left corner of the table|
1|(object_2 ORANGE CYLINDER,)|nearly at the center of the the table| at the center of the the table|
5|(object_1 YELLOW SPHERE,)|toward the end of the table|toward the end of the table|
3|(object_1 GREEN CYLINDER,)|back of the table on the right|back of the table on the right|
4|(object_1 RED SPHERE,)|at the center of the table|at the center of the table|
4|(object_5 YELLOW BOX,)|between a green square and an orange circle|between a green square and an orange circle|
2|(object_3 PURPLE BOX,)|near the center of the table|near the center of the table|
4|(object_1 RED SPHERE,)|on the center of the table parallel with the brown cylinder|on the center of the table parallel with the brown cylinder|
4|(object_3 GREEN BOX,)|next to rectangle|next to rectangle|
5|(object_3 BLUE BOX,)|furthest from me|furthest from me|
5|(object_5 GREEN BOX,)|at the center of the table|at the center of the table|
2|(object_3 PURPLE BOX,)|at the centre of the table|at the centre of the table|
3|(object_1 GREEN CYLINDER,)|very close to the rear end of the table, a feet away from the right end| close to the rear end of the table, a feet away from the right end|
4|(object_4 YELLOW BOX,)|in the very front of the table|in the front of the table|
2|(object_3 PURPLE BOX,)|near to mid point|near to mid point|
3|(object_4 GREEN BOX,)|towards the back-left of the table|towards the back-left of the table|
5|(object_4 PURPLE BOX,)|at the front of all the shapes|at the front of all the shapes|
3|(object_2 BLUE CYLINDER,)|on the left of the green brick|on the left of the green brick|
3|(object_4 GREEN BOX,)|next to the blue disc|next to the blue disc|
2|(object_2 PURPLE BOX,)|at the near-left end of the table|at the near-left end of the table|
4|(object_3 GREEN BOX,)|near the back|near the back|
2|(object_1 YELLOW BOX,)|between the green block and the smallest purple block|between the green block and the smallest purple block|
3|(object_4 GREEN BOX,)|between the 3 cylinders|between the 3 cylinders|
2|(object_3 PURPLE BOX,)|at middle of the table|at middle of the table|
3|(object_5 ORANGE BOX,)|closer to the camera|closer to the camera|
4|(object_3 GREEN BOX,)|furthest away from the viewer|furthest away from the viewer|
5|(object_5 GREEN BOX,)|right beside the round ball|right beside the round ball|
