"id","created","modified","task_id","scene_id","entity_id","answer","object_description","location_description","use_in_object_tasks"
"27","2012-11-08 18:56:52.075727+0000","2013-02-12 23:44:11.342233+0000","6","2","7","small","","","f"
"28","2012-11-08 18:56:52.080444+0000","2013-02-12 23:44:11.355897+0000","6","4","18","right","","","f"
"29","2012-11-08 18:56:52.084812+0000","2013-02-12 23:44:11.373010+0000","6","5","23","strht","","","f"
"30","2012-11-08 18:56:52.089216+0000","2013-02-12 23:44:11.386664+0000","6","3","14","frend","","","f"
"31","2012-11-08 18:57:35.947877+0000","2013-02-12 23:44:11.401172+0000","7","3","15","Green color small cylinder placed near the upper right corner of the table.","","","f"
"32","2012-11-08 18:57:35.960657+0000","2013-02-12 23:44:13.537802+0000","7","4","17","Big yellow color three dimensional rectangle placed near the red ball at the center of the table.","","","f"
"33","2012-11-08 18:57:35.971916+0000","2013-02-12 23:45:24.142108+0000","7","3","11","Orange color tall three dimensional rectangle placed near the center of the table.","","","f"
"34","2012-11-08 18:57:35.978422+0000","2013-02-12 23:44:11.423535+0000","7","2","9","violet color cube placed near the lower left corner of the table.","","","f"
"35","2012-11-08 18:57:35.990916+0000","2013-02-12 23:44:11.435068+0000","7","4","20","Red color sphere placed at the center of the table.","","","f"
"36","2012-11-08 18:57:49.590550+0000","2013-02-12 23:44:11.465192+0000","8","2","9","the object is located in front left corner of the table","","","f"
"37","2012-11-08 18:57:49.597271+0000","2013-02-12 23:44:11.475765+0000","8","5","23","the object is right next to back side ot the table and almost touching yellow sphere object","","","f"
"38","2012-11-08 18:57:49.605778+0000","2013-02-12 23:44:11.493694+0000","8","1","4","the object is close to the middle of the table and it leans to another object that is blue sphere","","","f"
"39","2012-11-08 18:57:49.616004+0000","2013-02-12 23:44:11.504914+0000","8","1","1","the object is on the back side of the table, close to the back right corner","","","f"
"40","2012-11-08 18:57:49.624115+0000","2013-02-12 23:44:11.522201+0000","8","2","7","the object is on the back side of the table, closer to the back right corner","","","f"
"41","2012-11-08 19:06:48.053050+0000","2013-02-12 23:44:11.532885+0000","9","2","10","On left side of the table","","","f"
"42","2012-11-08 19:06:48.059316+0000","2013-02-12 23:44:11.542151+0000","9","1","2","Middle of the table","","","f"
"43","2012-11-08 19:06:48.063923+0000","2013-02-12 23:44:11.549987+0000","9","4","16","Middle of the table","","","f"
"44","2012-11-08 19:06:48.068256+0000","2013-02-12 23:44:11.557802+0000","9","4","20","Middle of the table","","","f"
"45","2012-11-08 19:06:48.073009+0000","2013-02-12 23:44:11.616770+0000","9","1","3","right side of the table","","","f"
"46","2012-11-08 19:10:05.449780+0000","2013-02-12 23:44:11.642313+0000","10","4","20","object red close to object brown and both yellow ","","","f"
"47","2012-11-08 19:10:05.459598+0000","2013-02-12 23:44:11.694416+0000","10","5","24","Object located near green right side but its far from right blue and end blue.","","","f"
"48","2012-11-08 19:10:05.477487+0000","2013-02-12 23:44:11.732162+0000","10","1","1","this object located at the right end corner of table.","","","f"
"49","2012-11-08 19:10:05.482081+0000","2013-02-12 23:44:11.982072+0000","10","2","7","object green located one right corner of the table which is so far from left near object","","","f"
"50","2012-11-08 19:10:05.486723+0000","2013-02-12 23:44:12.172616+0000","10","4","18","object green located at end site of table.","","","f"
"51","2012-11-08 19:10:28.238889+0000","2013-02-12 23:44:12.413996+0000","11","1","1","the furthest object","","","f"
"52","2012-11-08 19:10:28.244893+0000","2013-02-12 23:44:12.722824+0000","11","3","12","the nearest green object","","","f"
"53","2012-11-08 19:10:28.249361+0000","2013-02-12 23:44:12.743532+0000","11","4","18","the furthest yellow object","","","f"
"54","2012-11-08 19:10:28.253877+0000","2013-02-12 23:44:12.763693+0000","11","5","22","the closest object","","","f"
"55","2012-11-08 19:10:28.257928+0000","2013-02-12 23:44:12.784168+0000","11","2","7","the furthest object","","","f"
"56","2012-11-08 19:15:07.881048+0000","2013-02-12 23:44:12.805220+0000","12","5","23","at the far end of the table and in the middle","","","f"
"57","2012-11-08 19:15:07.887782+0000","2013-02-12 23:44:12.826674+0000","12","3","12","second closest to the near end of the table and slightly to the left","","","f"
"58","2012-11-08 19:15:07.892694+0000","2013-02-12 23:44:12.840971+0000","12","2","7","at the far end of the table and slightly right of center","","","f"
"59","2012-11-08 19:15:07.897062+0000","2013-02-12 23:44:12.883527+0000","12","2","8","second closest to the near end of the table and slightly to the right","","","f"
"60","2012-11-08 19:15:07.908505+0000","2013-02-12 23:44:12.911170+0000","12","3","13","near the far end of the table and towards the left","","","f"
"61","2012-11-08 19:22:58.960790+0000","2013-02-12 23:44:13.048804+0000","13","3","14","side","","","f"
"62","2012-11-08 19:22:58.972208+0000","2013-02-12 23:44:13.102813+0000","13","5","22","corners","","","f"
"63","2012-11-08 19:22:58.978741+0000","2013-02-12 23:44:13.118820+0000","13","3","13","corners","","","f"
"64","2012-11-08 19:22:58.986572+0000","2013-02-12 23:44:13.130685+0000","13","3","15","corners","","","f"
"65","2012-11-08 19:22:58.992744+0000","2013-02-12 23:44:13.156602+0000","13","1","3","side","","","f"
"66","2012-11-08 19:58:57.410230+0000","2013-02-12 23:44:13.173517+0000","14","3","14","It is nearer to the left side of the table","","","f"
"67","2012-11-08 19:58:57.419644+0000","2013-02-12 23:44:13.215855+0000","14","1","3","It is close to right side of  the table","","","f"
"68","2012-11-08 19:58:57.425892+0000","2013-02-12 23:44:13.241447+0000","14","3","15","It is at the edge nearer to  right side corner of the table","","","f"
"69","2012-11-08 19:58:57.431018+0000","2013-02-12 23:44:13.260721+0000","14","2","7","It  is far away from the focus of the table","","","f"
"70","2012-11-08 19:58:57.438576+0000","2013-02-12 23:44:13.284211+0000","14","5","25","It is at the centre of the two corners of the table","","","f"
"71","2012-11-08 20:03:24.291865+0000","2013-02-12 23:44:13.300321+0000","15","4","17","rectangle","","","f"
"72","2012-11-08 20:03:24.299179+0000","2013-02-12 23:44:13.309346+0000","15","1","5","round","","","f"
"73","2012-11-08 20:03:24.303535+0000","2013-02-12 23:44:13.317934+0000","15","1","3","side","","","f"
"74","2012-11-08 20:03:24.308375+0000","2013-02-12 23:44:13.325826+0000","15","2","10","square","","","f"
"75","2012-11-08 20:03:24.312791+0000","2013-02-12 23:44:13.347266+0000","15","1","2","rectangle","","","f"
"76","2012-11-08 20:16:42.874734+0000","2013-02-12 23:44:13.358828+0000","16","5","21","It is almost at the center of the table next to the small purple sphere","","","f"
"77","2012-11-08 20:16:42.882758+0000","2013-02-12 23:44:13.372474+0000","16","4","16","In the middle of the table","","","f"
"78","2012-11-08 20:16:42.888732+0000","2013-02-12 23:44:13.403517+0000","16","4","17","In front of all the other objects","","","f"
"79","2012-11-08 20:16:42.893652+0000","2013-02-12 23:45:22.393009+0000","16","2","7","At the back","","","f"
"80","2012-11-08 20:16:42.899202+0000","2013-02-12 23:45:22.407017+0000","16","1","5","in front of the other objects near the short orange cylinder","","","f"
"81","2012-11-08 20:21:42.418894+0000","2013-02-12 23:44:14.396454+0000","17","1","4","It is nearly in the center of the table, touching the blue ball which is on its right side, viewed from here.","","","f"
"82","2012-11-08 20:21:42.426194+0000","2013-02-12 23:44:13.627535+0000","17","2","10","It is the second furthest object, on the last quarter of the table, rather on the left side of the table.","","","f"
"83","2012-11-08 20:21:42.431660+0000","2013-02-12 23:44:13.637246+0000","17","1","1","It is far at the end of the table, almost on the edge, on the right side of the table. It is near the right furthest corner.","","","f"
"84","2012-11-08 20:21:42.437830+0000","2013-02-12 23:44:13.652803+0000","17","5","21","It is near the center of the table, a bit further and on the left side. it is next to the violet ball on its right side.","","","f"
"85","2012-11-08 20:21:42.443333+0000","2013-02-12 23:44:13.661657+0000","17","2","9","It is the nearest object from us. Not far from the edge of the left first corner of the table. ","","","f"
"86","2012-11-08 21:05:37.885723+0000","2013-02-12 23:44:13.678247+0000","18","1","5","In the front, next to the cylinder","","","f"
"87","2012-11-08 21:05:37.898716+0000","2013-02-12 23:44:13.685529+0000","18","2","7","all the way back, slightly to the right","","","f"
"88","2012-11-08 21:05:37.903211+0000","2013-02-12 23:44:13.698701+0000","18","3","12","On the far half of the table, slightly to the left. Right of the blue cylinder.","","","f"
"89","2012-11-08 21:05:37.915034+0000","2013-02-12 23:44:13.724685+0000","18","5","25","In the back of the table. In front and slightly to the right of the blue parallelepiped.","","","f"
"90","2012-11-08 21:05:37.919770+0000","2013-02-12 23:44:13.732874+0000","18","4","18","In the back.Slightly to the right.","","","f"
"91","2012-11-08 21:16:09.167386+0000","2013-02-12 23:44:13.741685+0000","19","2","7","green","","","f"
"92","2012-11-08 21:16:09.175558+0000","2013-02-12 23:44:13.750411+0000","19","1","1","blue","","","f"
"93","2012-11-08 21:16:09.186010+0000","2013-02-12 23:44:13.768437+0000","19","4","18","green","","","f"
"94","2012-11-08 21:16:09.190937+0000","2013-02-12 23:44:13.775352+0000","19","1","2","body colour","","","f"
"95","2012-11-08 21:16:09.196003+0000","2013-02-12 23:44:13.782526+0000","19","1","4","yellow","","","f"
"96","2012-11-08 21:48:28.524352+0000","2013-02-12 23:44:13.790124+0000","20","2","9","it's the closest to the left corner of the table","","","f"
"97","2012-11-08 21:48:28.532089+0000","2013-02-12 23:44:13.797879+0000","20","4","18","it's the object that appears the most far from the nearest corners of the table","","","f"
"98","2012-11-08 21:48:28.539111+0000","2013-02-12 23:45:29.813430+0000","20","3","15","it's the object that has one brown oblject at its left at the same level and one borwn at its right much far from it ","","","f"
"99","2012-11-08 21:48:28.544101+0000","2013-02-12 23:44:13.806570+0000","20","2","10","it's the object that is at the middle of two purple objects","","","f"
"100","2012-11-08 21:48:28.548699+0000","2013-02-12 23:44:13.815166+0000","20","5","23","it's the closest to the yellow object","","","f"
"101","2012-11-08 21:56:49.322495+0000","2013-02-12 23:44:13.826598+0000","21","4","17","the object   is placed in the middle of the table,near the closer edge, below the red ball.","","","f"
"102","2012-11-08 21:56:49.341251+0000","2013-02-12 23:44:13.842259+0000","21","3","11","The object  is positioned near the right edge of the table,in the centre.","","","f"
"103","2012-11-08 21:56:49.346125+0000","2013-02-12 23:44:13.849476+0000","21","3","14","The object  is positioned in the top left corner of the table.Near the green rectangle and lower than object  brown circle  ","","","f"
"104","2012-11-08 21:56:49.369379+0000","2013-02-12 23:44:13.857914+0000","21","1","2","The object  is positioned at far side of the table ,in the middle of the table.","","","f"
"105","2012-11-08 21:56:49.415720+0000","2013-02-12 23:44:13.882100+0000","21","3","12","The object  is positioned near the left side  and the left corner of the table near the blue circle","","","f"
"106","2012-11-09 00:59:01.045845+0000","2013-02-12 23:44:13.902435+0000","22","4","16","It is below the square object.","","","f"
"107","2012-11-09 00:59:01.061480+0000","2013-02-12 23:44:13.920773+0000","22","5","21","It is on the left hand side of the small spherical object.","","","f"
"108","2012-11-09 00:59:01.068983+0000","2013-02-12 23:44:13.927608+0000","22","4","17","It is the first item from the nearest side of the table.","","","f"
"109","2012-11-09 00:59:01.076315+0000","2013-02-12 23:44:13.935089+0000","22","1","2","It is the second item from the farthest side of the table.","","","f"
"110","2012-11-09 00:59:01.086318+0000","2013-02-12 23:44:13.948604+0000","22","2","9","It is near the bottom left corner of the table.","","","f"
"111","2012-11-09 02:40:22.445405+0000","2013-02-12 23:44:13.966679+0000","23","2","6","mid left of the table and also left to the box one","","","f"
"112","2012-11-09 02:40:22.466856+0000","2013-02-12 23:44:13.988532+0000","23","1","5","right to object two which is at the middle of the table","","","f"
"113","2012-11-09 02:40:22.472303+0000","2013-02-12 23:44:14.001629+0000","23","3","12","right to object two and slightly mid left to the table","","","f"
"114","2012-11-09 02:40:22.478975+0000","2013-02-12 23:44:14.027857+0000","23","3","13","left corner of the table and below object two","","","f"
"115","2012-11-09 02:40:22.493609+0000","2013-02-12 23:44:14.038313+0000","23","5","24","right to object five and middle of table","","","f"
"116","2012-11-09 02:46:01.105689+0000","2013-02-12 23:44:14.051399+0000","24","4","19","side","","","f"
"117","2012-11-09 02:46:01.112333+0000","2013-02-12 23:44:14.062826+0000","24","2","10","top side","","","f"
"118","2012-11-09 02:46:01.116839+0000","2013-02-12 23:44:14.073553+0000","24","1","4","middle","","","f"
"119","2012-11-09 02:46:01.121322+0000","2013-02-12 23:44:14.081578+0000","24","5","25","top","","","f"
"120","2012-11-09 02:46:01.125442+0000","2013-02-12 23:44:14.092214+0000","24","2","7","top","","","f"
"121","2012-11-09 02:46:25.921644+0000","2013-02-12 23:44:14.101092+0000","25","2","9","This object is in the forefront of the table.","","","f"
"122","2012-11-09 02:46:25.929078+0000","2013-02-12 23:44:14.118363+0000","25","4","17","This object is in front of all the other objects.","","","f"
"123","2012-11-09 02:46:25.933476+0000","2013-02-12 23:44:14.137933+0000","25","4","16","This object between a red color ball and a green color cube.","","","f"
"124","2012-11-09 02:46:25.939371+0000","2013-02-12 23:44:14.161197+0000","25","1","4","this object is adjacent to a blue color ball.","","","f"
"125","2012-11-09 02:46:25.943609+0000","2013-02-12 23:44:14.183948+0000","25","1","5","this object in the front of the table adjoining a brown color object","","","f"
"126","2012-11-09 03:01:50.739022+0000","2013-02-12 23:44:14.192542+0000","26","3","14","Left of object four","","","f"
"127","2012-11-09 03:01:50.745758+0000","2013-02-12 23:44:14.211086+0000","26","2","9","At the corner of the table","","","f"
"128","2012-11-09 03:01:50.751641+0000","2013-02-12 23:44:14.218922+0000","26","4","20","Right to object two and in centre of the table.","","","f"
"129","2012-11-09 03:01:50.756663+0000","2013-02-12 23:44:14.250566+0000","26","2","8","Near to the right side of the table","","","f"
"130","2012-11-09 03:01:50.774330+0000","2013-02-12 23:44:14.283167+0000","26","5","22","Near the front side of the table","","","f"
"131","2012-11-09 03:30:57.061662+0000","2013-02-12 23:44:14.314017+0000","27","5","23","middle","","","f"
"132","2012-11-09 03:30:57.068387+0000","2013-02-12 23:44:14.405980+0000","27","5","21","left side","","","f"
"133","2012-11-09 03:30:57.072644+0000","2013-02-12 23:44:14.413896+0000","27","1","3","right side","","","f"
"134","2012-11-09 03:30:57.078715+0000","2013-02-12 23:45:24.161377+0000","27","5","25","corner","","","f"
"135","2012-11-09 03:30:57.082742+0000","2013-02-12 23:45:24.181478+0000","27","1","4","center","","","f"
"136","2012-11-09 03:57:50.245573+0000","2013-02-12 23:45:24.207544+0000","28","4","17","The object is on the table in the middle from the viwer side corner","","","f"
"137","2012-11-09 03:57:50.251912+0000","2013-02-12 23:44:14.351998+0000","28","5","23","The object is on the other corner from yhe viewer side it is last object after the ball","","","f"
"138","2012-11-09 03:57:50.256243+0000","2013-02-12 23:45:22.439099+0000","28","4","18","The object is placed on the right side corner of the table on the other side of the viewer.","","","f"
"139","2012-11-09 03:57:50.260232+0000","2013-02-12 23:44:14.362076+0000","28","5","22","The object is placed in first position from the viwer side in the right side corner on the table.","","","f"
"140","2012-11-09 03:57:50.264221+0000","2013-02-12 23:45:24.225406+0000","28","3","15","The object is placed on the right side corner of the table on the other side from the viewer it is on the right side with respect to the last circle placed onthe table.","","","f"
"141","2012-11-09 04:08:59.562320+0000","2013-02-12 23:44:14.371975+0000","29","1","1","Is in the corner right hand side at last near the end of the table","","","f"
"142","2012-11-09 04:08:59.580616+0000","2013-02-12 23:45:24.235553+0000","29","3","12","Its in the center of the table with near blue object","","","f"
"143","2012-11-09 04:08:59.585002+0000","2013-02-12 23:45:24.246669+0000","29","2","6","Its in the center left side corner of the table far near to the yellow object","","","f"
"144","2012-11-09 04:08:59.589129+0000","2013-02-12 23:44:14.952441+0000","29","4","17","Its first in the top side of the table. It is in center position with near to the red object ","","","f"
"145","2012-11-09 04:08:59.595947+0000","2013-02-12 23:44:14.965624+0000","29","4","19","Its in the top-middle left hand side of the table with near red object","","","f"
"146","2012-11-13 20:23:36.792469+0000","2013-02-12 23:45:19.875177+0000","30","3","13","","an orange cylinder","at the far left corner of the table.","f"
"147","2012-11-13 20:23:36.917539+0000","2013-02-12 23:45:19.884237+0000","30","4","20","","a red sphere.","in the middle of the table.","f"
"148","2012-11-13 20:23:36.921226+0000","2013-02-12 23:45:19.891635+0000","30","2","8","","a purple cube","in the center of the table.","f"
"149","2012-11-13 20:23:36.924722+0000","2013-02-12 23:45:19.901314+0000","30","4","19","","an orange cylinder","to the left of the red sphere","f"
"150","2012-11-13 20:23:36.928185+0000","2013-02-12 23:45:19.912948+0000","30","5","23","","a blue rectangular prism.","at the back of the table.","f"
"151","2012-11-13 20:32:56.881789+0000","2013-02-12 23:45:19.931846+0000","31","1","5","","a ball","the ball is almost in the middle of the table and it is below the four other objects","f"
"152","2012-11-13 20:32:56.893777+0000","2013-02-12 23:45:20.077517+0000","31","5","25","","yellow ball","almost to the top of the table and the middle, it is above three other objects and below one other","f"
"153","2012-11-13 20:32:56.909194+0000","2013-02-12 23:45:20.099037+0000","31","4","19","","round flat circle","is almost in the middle of the table and closer to the left of the table, it is positioned right next to the red ball","f"
"154","2012-11-13 20:32:56.916493+0000","2013-02-12 23:45:20.113088+0000","31","3","11","","rectangle","closer to the middle of the table and it is located below four other objects","f"
"155","2012-11-13 20:32:56.922534+0000","2013-02-12 23:45:20.120142+0000","31","3","15","","green circle","located towards the top of the table and closer to the right.","f"
"156","2012-11-13 20:33:18.677717+0000","2013-02-12 23:45:20.142860+0000","32","5","24","","a glossy purple ball","next to a green cube.","f"
"157","2012-11-13 20:33:18.684368+0000","2013-02-12 23:45:20.152970+0000","32","2","9","","a purple cube","near the lower left corner of the table.","f"
"158","2012-11-13 20:33:18.700109+0000","2013-02-12 23:45:24.421037+0000","32","4","20","","a glossy red ball","near an orange cylinder and between two yellow prisms","f"
"159","2012-11-13 20:33:18.704759+0000","2013-02-12 23:45:24.437216+0000","32","1","2","","tall pink prism","near the upper edge of the table next to a orange and purple prisms","f"
"160","2012-11-13 20:33:18.709098+0000","2013-02-12 23:45:24.444349+0000","32","2","6","","a purple cube","near the left edge of the table, next to yellow cube","f"
"161","2012-11-13 20:35:10.418202+0000","2013-02-12 23:45:21.595816+0000","33","5","22","","a box ","slightly to the left of the picture.","t"
"162","2012-11-13 20:35:10.424004+0000","2013-02-12 23:45:24.452339+0000","33","4","20","","is a circle.","in the middle of the table.","f"
"163","2012-11-13 20:35:10.428549+0000","2013-02-12 23:45:20.998379+0000","33","2","10","","is a box.","slightly to the left of the table. ","f"
"164","2012-11-13 20:35:10.432893+0000","2013-02-12 23:45:21.012297+0000","33","5","24","","a circle.","Is right across from the box on the left hand side.","f"
"165","2012-11-13 20:35:10.438099+0000","2013-02-12 23:45:21.020413+0000","33","3","12","","a box.","right beside the half circle on the left side.","f"
"166","2012-11-13 20:53:43.729081+0000","2013-02-12 23:45:21.029818+0000","34","3","13","","section of a cylinder","at the top leftmost corner of the table","f"
"167","2012-11-13 20:53:43.743910+0000","2013-02-12 23:45:21.047181+0000","34","3","15","","small section of a cylinder","top rightmost corner of the table","f"
"168","2012-11-13 20:53:43.754213+0000","2013-02-12 23:45:21.055422+0000","34","2","7","","small cube","top rightmost corner of the table","f"
"169","2012-11-13 20:53:43.775718+0000","2013-02-12 23:45:21.071308+0000","34","1","2","","cube","above the cylindrical object and between the two cubes on the right side of the table","f"
"170","2012-11-13 20:53:43.788532+0000","2013-02-12 23:45:21.078713+0000","34","4","20","","sphere","on the right side of the cylindrical object","f"
"171","2012-11-13 21:00:16.512239+0000","2013-02-12 23:45:21.087773+0000","35","3","11","","A coloured rectangle standing upright.","to the front of all other objects on the table.","f"
"172","2012-11-13 21:00:16.525808+0000","2013-02-12 23:45:21.095961+0000","35","1","1","","an upright rectangular object.","behind all the other objects, at the rear of the table.","f"
"173","2012-11-13 21:00:16.529913+0000","2013-02-12 23:45:21.106089+0000","35","1","4","","a circular object.","just behund and to the left of a spherical object.","f"
"174","2012-11-13 21:00:16.537517+0000","2013-02-12 23:45:21.117355+0000","35","4","17","","a rectangular object standing upright on its longest side.","in front of the other objects, at the forefront of the table.","f"
"175","2012-11-13 21:00:16.541156+0000","2013-02-12 23:45:21.124931+0000","35","1","2","","a rectangular object.","to the rear of the other objects, second furthest away on the table.","f"
"176","2012-11-13 21:43:37.069800+0000","2013-02-12 23:45:21.134011+0000","36","2","8","","middle of the table","violet color square shape","f"
"177","2012-11-13 21:43:37.075595+0000","2013-02-12 23:45:21.144478+0000","36","2","9","","left side corner of the table","Violet color rectangle shape","f"
"178","2012-11-13 21:43:37.080228+0000","2013-02-12 23:45:21.151456+0000","36","5","24","","middle of the table","violet color small Ball shape","f"
"179","2012-11-13 21:43:37.083847+0000","2013-02-12 23:45:21.158950+0000","36","4","18","","Right side corner of the table","green color rectangle chape","f"
"180","2012-11-13 21:43:37.087254+0000","2013-02-12 23:45:21.166314+0000","36","4","19","","partly left side","orange color Circle shape","f"
"181","2012-11-13 23:39:37.779977+0000","2013-02-12 23:45:21.174444+0000","37","2","8","","a purple block is on table","near middle of table.","f"
"182","2012-11-13 23:39:37.788716+0000","2013-02-12 23:45:22.027909+0000","37","5","25","","a green round ball.","near the end next a blue square box on a table.","f"
"183","2012-11-13 23:39:37.792712+0000","2013-02-12 23:45:21.185937+0000","37","3","12","","a slim green square on table.","nextt to blue circle on table.","f"
"184","2012-11-13 23:39:37.796952+0000","2013-02-12 23:45:21.193286+0000","37","4","19","","a brown circle  in middle of table.","next a red ball on table.","f"
"185","2012-11-13 23:39:37.804688+0000","2013-02-12 23:45:21.200618+0000","37","3","13","","a brown circle on a table near end of a table.","a black table.","f"
"186","2012-11-14 01:23:42.507391+0000","2013-02-12 23:45:29.915895+0000","38","4","18","","in this table  the green colour square is placed in right side of the corner edge"," table end of the picture","f"
"187","2012-11-14 01:23:42.514243+0000","2013-02-12 23:45:29.928327+0000","38","5","25","","the round shaped yellow colour ball is placed in corner of the riht side ","placed these yellow ball","f"
"188","2012-11-14 01:23:42.518140+0000","2013-02-12 23:45:29.937619+0000","38","1","4","","in this table light yellow colour is placed in this table in front of the side","sylindicar side","f"
"189","2012-11-14 01:23:42.522870+0000","2013-02-12 23:45:29.949783+0000","38","4","20","","the red ball is placed inthe middle of the table side","it is a red colour shaped ball","f"
"190","2012-11-14 01:23:42.529903+0000","2013-02-12 23:45:29.958402+0000","38","2","9","","in this table the square of the voilet colour is placed in left corner of the side","left corner voilet colour square box","f"
"191","2012-11-14 02:00:08.131983+0000","2013-02-12 23:45:20.160354+0000","39","5","25","","It is biggest sphere  of yellow color on the table","next to the blue  cube","f"
"192","2012-11-14 02:00:08.142572+0000","2013-02-12 23:45:20.167689+0000","39","2","9","","the biggest violet cube on the table","located at the leftmost  corner","f"
"193","2012-11-14 02:00:08.147999+0000","2013-02-12 23:45:20.175089+0000","39","3","15","","the smallest blue disc","nex to green cubiod and yellow disc","f"
"194","2012-11-14 02:00:08.152938+0000","2013-02-12 23:45:20.231560+0000","39","1","1","","violet cubiod ","at the side near to pink cubiod","f"
"195","2012-11-14 02:00:08.158874+0000","2013-02-12 23:45:20.256127+0000","39","4","20","","only sphere on the table with orange color","in middle with two yello bars and a disc near it.","f"
"196","2012-11-14 02:34:37.471329+0000","2013-02-12 23:45:19.942689+0000","40","4","19","","a cylindical shape object with orange colour","it is place in the left most side, and it is nearer to red sphere.","f"
"197","2012-11-14 02:34:37.477730+0000","2013-02-12 23:45:19.955721+0000","40","4","16","","a yellow colour box","placed in between red sphere and green cube","f"
"198","2012-11-14 02:34:37.481652+0000","2013-02-12 23:45:19.962758+0000","40","3","14","","a small blue cylindrical object and orange cylinder","placed in between green box and","f"
"199","2012-11-14 02:34:37.485057+0000","2013-02-12 23:45:19.969249+0000","40","3","11","","orange box","placed infront of the table and it is next to a green box","f"
"200","2012-11-14 02:34:37.488557+0000","2013-02-12 23:45:19.976240+0000","40","5","23","","a blue box","placed last in the table, and it is near to yellow sphere","f"
"201","2012-11-14 02:58:09.142056+0000","2013-02-12 23:45:19.283876+0000","41","2","9","","a violet in color. It is in left corner of the Table","position on the top  left of the table","f"
"202","2012-11-14 02:58:09.149103+0000","2013-02-12 23:45:29.967773+0000","41","5","21","","green in color . It took a rectangular shape which is represent in the middle of the table.","It is present in the middle of the table.","f"
"203","2012-11-14 02:58:09.153143+0000","2013-02-12 23:45:20.681026+0000","41","5","23","","blue in color. It look like rectangular in shape","position is top middle of the table.","f"
"204","2012-11-14 02:58:09.156846+0000","2013-02-12 23:45:29.978962+0000","41","2","8","","in violet color . It is in a rectangular shape. It locates at the right side of the table.","it's position is left middle of the table.","f"
"205","2012-11-14 02:58:09.160400+0000","2013-02-12 23:45:29.990951+0000","41","4","16","","in yellow in color. It is present in the middle of the table. It look like a bar shape.","It is the position in the middle of the table","f"
"206","2012-11-14 03:25:40.952177+0000","2013-02-12 23:45:30.012168+0000","42","3","14","","it is a small circle object.  it is in blue color."," Its locate near to the rectangle shape object and also it locate between the big circle object and the green rectangle object. ","f"
"207","2012-11-14 03:25:40.959046+0000","2013-02-12 23:45:30.020126+0000","42","2","7","","it is a square object which is in green color."," it is a small square shape object where it locates edge of the other objects. ","f"
"208","2012-11-14 03:25:40.962540+0000","2013-02-12 23:45:30.033259+0000","42","5","24","","it is a small ball and round shape object which is in purple color."," it locate very close to the green color rectangle object and also center of the other objects.","f"
"209","2012-11-14 03:25:40.965961+0000","2013-02-12 23:45:30.045328+0000","42","1","5","","it is a round circle object which is in blue color.","it positioned in the front of the table and it locate very near to the circle object which is in brown color.","f"
"210","2012-11-14 03:25:40.969785+0000","2013-02-12 23:45:30.055607+0000","42","2","6","","it is a square shape which is in medium size with purple color.","it locate between the two objects those objects are also in square shaped but the size of the objects differs.","f"
"211","2012-11-14 04:37:55.694185+0000","2013-02-12 23:45:30.063377+0000","43","5","22","","a square","at the front away from the others.","f"
"212","2012-11-14 04:37:55.764978+0000","2013-02-12 23:45:30.075295+0000","43","2","7","","a green square","toward the upper right of the screen.","f"
