2|(object_3 PURPLE BOX,)|violet color|violet color|
4|(object_1 RED SPHERE,)|middle of the table|middle of the table|
4|(object_4 YELLOW BOX,)|in the middle of the table closer to the viewer, in front of all the other objects|in the middle of the table closer to the viewer, in front of all the other objects|
5|(object_2 PURPLE SPHERE,)|located next to the green cube near the center of the table| next to the green cube near the center of the table|
5|(object_1 YELLOW SPHERE,)|yellow spherical ball|yellow spherical ball|
5|(object_4 PURPLE BOX,)|first object from the audience view|first object from the audience view|
4|(object_1 RED SPHERE,)|the circle|the circle|
3|(object_3 ORANGE CYLINDER,)|flat| |
1|(object_4 PINK BOX,)|near the edge of the table next to object number three  but before object number  five|near the edge of the table next to object number three  but before object number  five|
5|(object_2 PURPLE SPHERE,)|in the center of the table|in the center of the table|
4|(object_3 GREEN BOX,)|upper right of the table, behind all other objects|upper right of the table, behind all other objects|
2|(object_3 PURPLE BOX,)|placed near the center of the table| near the center of the table|
1|(object_1 BLUE SPHERE,)|an ball, its colour blue|an ball, its colour blue|
3|(object_5 ORANGE BOX,)|the closest to the right side of the table|the closest to the right side of the table|
3|(object_2 BLUE CYLINDER,)|beside a green cube|beside a green cube|
3|(object_3 ORANGE CYLINDER,)|in the back|in the back|
1|(object_1 BLUE SPHERE,)|round and brown object, just to the right of it|round and brown object, to the right of |
3|(object_1 GREEN CYLINDER,)|it's the object that has one brown oblject at its left at the same level and one borwn at its right much far from it| 's the object that one brown oblject at its left at the same level and one borwn at its right much far from |
1|(object_5 PURPLE BOX,)|almost back or edge of table and back of pale pink rectangle| back or edge of table and back of pale pink rectangle|
3|(object_5 ORANGE BOX,)|a few inches to the right of the center of the table|a few inches to the right of the center of the table|
2|(object_3 PURPLE BOX,)|around halfway down the table near the middle|around halfway down the table near the middle|
2|(object_2 PURPLE BOX,)|on the lower left corner|on the lower left corner|
1|(object_5 PURPLE BOX,)|behind the four other objects, closest to the back right corner of the table|behind the four other objects, closest to the back right corner of the table|
2|(object_5 PURPLE BOX,)|like a chess board|like a chess board|
1|(object_3 ORANGE BOX,)|orange|orange|
4|(object_2 ORANGE CYLINDER,)|closest to the left side of the table|closest to the left side of the table|
2|(object_1 YELLOW BOX,)|behind the purple cubes and diagonal to the green cube|behind the purple cubes and diagonal to the green cube|
1|(object_5 PURPLE BOX,)|close to top right corner to table|close to top right corner to table|
4|(object_2 ORANGE CYLINDER,)|in the middle of the left hand side of the table|in the middle of the left hand side of the table|
4|(object_1 RED SPHERE,)|ball|ball|
3|(object_1 GREEN CYLINDER,)|circle|circle|
3|(object_5 ORANGE BOX,)|the first object in tsble|the first object in tsble|
2|(object_4 GREEN BOX,)|corner of the table|corner of the table|
2|(object_1 YELLOW BOX,)|in between two purple cuboids and second from top|in between two purple cuboids and second from top|
4|(object_4 YELLOW BOX,)|in the foreground of the picture in front of all other objects|in the foreground of the picture in front of all other objects|
2|(object_2 PURPLE BOX,)|at bottom left of the table|at bottom left of the table|
4|(object_4 YELLOW BOX,)|nearest object present on the table|nearest object present on the table|
1|(object_5 PURPLE BOX,)|on the very top right hand side|on the top right hand side|
1|(object_3 ORANGE BOX,)|in the middle of the other objects|in the middle of the other objects|
2|(object_4 GREEN BOX,)|by the back right corner|by the back right corner|
1|(object_4 PINK BOX,)|yes|yes|
5|(object_5 GREEN BOX,)|to the left of small purple sphere|to the left of purple sphere|
3|(object_2 BLUE CYLINDER,)|positioned near the rear end of the table in between sandal colored cylinder and green colored cuboid| near the rear end of the table in between sandal colored cylinder and green colored cuboid|
2|(object_2 PURPLE BOX,)|to the left and very close to where to the front of the table|to the left and close to where to the front of the table|
2|(object_3 PURPLE BOX,)|placed near the center of the table| near the center of the table|
2|(object_5 PURPLE BOX,)|positioned on the left of the table inbetween purple and yellow cubes| on the left of the table inbetween purple and yellow cubes|
1|(object_1 BLUE SPHERE,)|in first place and object three  also done it|in first place and object three  also done |
2|(object_4 GREEN BOX,)|at the farthest end of the table|at the farthest end of the table|
4|(object_4 YELLOW BOX,)|closest to the beginning of the table|closest to the beginning of the table|
4|(object_3 GREEN BOX,)|towards the back of the table by itself|towards the back of the table by itself|
4|(object_3 GREEN BOX,)|behind all of the other objects, and more towards the back right corned of the table|behind all of the other objects, and more towards the back right corned of the table|
3|(object_3 ORANGE CYLINDER,)|in top left corner of table|in top left corner of table|
3|(object_5 ORANGE BOX,)|standing alone near the center of the table| alone near the center of the table|
2|(object_2 PURPLE BOX,)|on the front of the table|on the front of the table|
2|(object_3 PURPLE BOX,)|approximately on the middle of the table, slightly rightwise from this point of view|approximately on the middle of the table, rightwise from this point of view|
2|(object_3 PURPLE BOX,)|positioned nearly middle of the table. another violet cube object is nearly placed of it. but that object is smaller than this object.another yellow rectangular prism like object is also placed near| middle of the table. another violet cube object of . but that object smaller than this object.another yellow rectangular prism like object also near|
4|(object_2 ORANGE CYLINDER,)|an orange puck|an orange puck|
5|(object_1 YELLOW SPHERE,)|placed near to blue square box and opposite side to pink colour square box| near to blue square box and opposite side to pink colour square box|
1|(object_4 PINK BOX,)|object four is left top|object four left top|
5|(object_1 YELLOW SPHERE,)|near the end next a blue square box on a table|near the end next a blue square box on a table|
3|(object_1 GREEN CYLINDER,)|green cylinder|green cylinder|
5|(object_1 YELLOW SPHERE,)|nested in the back of the table|nested in the back of the table|
1|(object_2 ORANGE CYLINDER,)|beside a blue sphere|beside a blue sphere|
3|(object_2 BLUE CYLINDER,)|near to a cuboid placed verticaly along its length and dark green in colour|near to a cuboid verticaly along its length and dark green in colour|
1|(object_1 BLUE SPHERE,)|located near a cylinder shape object| near a cylinder shape object|
2|(object_1 YELLOW BOX,)|towards the back of the table on the lefthand side|towards the back of the table on the lefthand side|
2|(object_4 GREEN BOX,)|the smallest one|the smallest one|
5|(object_4 PURPLE BOX,)|first position|first position|
1|(object_4 PINK BOX,)|second last in the table|second last in the table|
4|(object_4 YELLOW BOX,)|very nearer in the table| nearer in the table|
2|(object_1 YELLOW BOX,)|sitting on the far-end of a table, just a bit off-center toward the left| on the far-end of a table, a bit off-center toward the left|
1|(object_1 BLUE SPHERE,)|cylinder|cylinder|
3|(object_3 ORANGE CYLINDER,)|at the left top of the table|at the left top of the table|
1|(object_5 PURPLE BOX,)|near right end corner|near right end corner|
1|(object_2 ORANGE CYLINDER,)|object|object|
5|(object_1 YELLOW SPHERE,)|at the top part of the table and below the blue color box|at the top part of the table and below the blue color box|
5|(object_1 YELLOW SPHERE,)|adjoing a blue rectangular cube at the top of the table dividing it in two|adjoing a blue rectangular cube at the top of the table dividing in two|
5|(object_1 YELLOW SPHERE,)|yellow spherical ball|yellow spherical ball|
2|(object_3 PURPLE BOX,)|on the middle right of the table|on the middle right of the table|
2|(object_1 YELLOW BOX,)|located near side| near side|
4|(object_3 GREEN BOX,)|green|green|
2|(object_4 GREEN BOX,)|far behind the other objects in the image, sort of off to the side|far behind the other objects in the image, sort of off to the side|
4|(object_3 GREEN BOX,)|located to the far right corner of the table behind all the other objects| to the far right corner of the table behind all the other objects|
4|(object_1 RED SPHERE,)|middle of objects one, two and five|middle of objects one, two and five|
3|(object_5 ORANGE BOX,)|located quite far away from the rest of the shapes| quite far away from the rest of the shapes|
3|(object_1 GREEN CYLINDER,)|close to the most northern edge of the table in the mid right side|close to the most northern edge of the table in the mid right side|
4|(object_3 GREEN BOX,)|on the top right|on the top right|
2|(object_2 PURPLE BOX,)|near the close edge of a table|near the close edge of a table|
3|(object_3 ORANGE CYLINDER,)|to the right corner|to the right corner|
1|(object_1 BLUE SPHERE,)|placed at first position| at first position|
2|(object_1 YELLOW BOX,)|after three purple blocks but before the small green block|after three purple blocks but before the green block|
2|(object_4 GREEN BOX,)|located first from top of the table| first from top of the table|
1|(object_5 PURPLE BOX,)|it is in the upside top end| in the upside top end|
1|(object_5 PURPLE BOX,)|the furthest back|the furthest back|
2|(object_1 YELLOW BOX,)|the only yellow square on the table|the yellow square on the table|
4|(object_2 ORANGE CYLINDER,)|to the left of a small red ball in the center of the table|to the left of a red ball in the center of the table|
4|(object_2 ORANGE CYLINDER,)|left of center about one-third down the table|left of center one-third down the table|
4|(object_1 RED SPHERE,)|the only one that is red in colour|the one that red in colour|
3|(object_4 GREEN BOX,)|centered among the other objects|centered among the other objects|
3|(object_5 ORANGE BOX,)|right side|right side|
1|(object_3 ORANGE BOX,)|to the right of table|to the right of table|
4|(object_2 ORANGE CYLINDER,)|next a red ball on table|next a red ball on table|
3|(object_2 BLUE CYLINDER,)|in the rear left quadrant of the table,south-southeast from the left rear corner of the table, immediately to the left  of the small green brick|in the rear left quadrant of the table,south-southeast from the left rear corner of the table, immediately to the left  of the green brick|
3|(object_5 ORANGE BOX,)|the first item on the table|the first item on the table|
2|(object_3 PURPLE BOX,)|to the right of block number five|to the right of block number five|
2|(object_4 GREEN BOX,)|the furthest away and has its edges at fortyfive degree angles in relation to the edges of the table|the furthest away and its edges at fortyfive degree angles in relation to the edges of the table|
1|(object_3 ORANGE BOX,)|brown colour|brown colour|
3|(object_2 BLUE CYLINDER,)|the second object to the far left, and the third furthest from me|the second object to the far left, and the third furthest from me|
5|(object_2 PURPLE SPHERE,)|yello colr|yello colr|
2|(object_2 PURPLE BOX,)|the closest object or the object farthest down on the table|the closest object or the object farthest down on the table|
2|(object_2 PURPLE BOX,)|corner|corner|
4|(object_5 YELLOW BOX,)|light corner of the table|light corner of the table|
3|(object_5 ORANGE BOX,)|in the middle of the table in front of the other objects|in the middle of the table in front of the other objects|
3|(object_1 GREEN CYLINDER,)|first in the position on the table|first in the position on the table|
3|(object_5 ORANGE BOX,)|the object is right side of the table|the object right side of the table|
4|(object_5 YELLOW BOX,)|behind all the objects except for object three, it still seems that it is near the middle of the table|behind all the objects except for object three, still seems that near the middle of the table|
5|(object_4 PURPLE BOX,)|first|first|
5|(object_4 PURPLE BOX,)|near the closer end of the table away from the other objects|near the closer end of the table away from the other objects|
1|(object_2 ORANGE CYLINDER,)|in the center of the table|in the center of the table|
1|(object_4 PINK BOX,)|the second farthest object on the table|the second farthest object on the table|
4|(object_3 GREEN BOX,)|closest to far edge of table|closest to far edge of table|
4|(object_5 YELLOW BOX,)|in the centre of the table behind the red ball and to the left in front of the green block|in the centre of the table behind the red ball and to the left in front of the green block|
2|(object_5 PURPLE BOX,)|object three|object three|
5|(object_2 PURPLE SPHERE,)|the small, round purple ball is closest to a small green rectangle. it is a few inches to the left of the center of the table|the , round purple ball closest to a green rectangle. a few inches to the left of the center of the table|
4|(object_1 RED SPHERE,)|place in the middle of the table|place in the middle of the table|
4|(object_2 ORANGE CYLINDER,)|it look different compared to other objects| look different to other objects|
4|(object_2 ORANGE CYLINDER,)|in orange color which is near to the round object colored in red. and also in the middle of the table|in orange color which near to the round object colored in red. and also in the middle of the table|
5|(object_1 YELLOW SPHERE,)|attractive|attractive|
4|(object_4 YELLOW BOX,)|below the the red sphere|below the the red sphere|
5|(object_4 PURPLE BOX,)|closest to the table and is largest|closest to the table and largest|
2|(object_5 PURPLE BOX,)|placed almost to the center of the left edge of table| to the center of the left edge of table|
1|(object_3 ORANGE BOX,)|an example of match box circle|an example of match box circle|
1|(object_4 PINK BOX,)|fourth from the front|fourth from the front|
5|(object_1 YELLOW SPHERE,)|right next to a blue rectangle on the far side of the table in the middle|right next to a blue rectangle on the far side of the table in the middle|
4|(object_1 RED SPHERE,)|in middle with two yello bars and a disc near it|in middle with two yello bars and a disc near |
4|(object_5 YELLOW BOX,)|the second object from the top side of the table|the second object from the top side of the table|
5|(object_5 GREEN BOX,)|placed in center near to the violet ball| in center near to the violet ball|
4|(object_1 RED SPHERE,)|beside the orange cube|beside the orange cube|
4|(object_4 YELLOW BOX,)|placed near the front face of the table| near the front face of the table|
3|(object_5 ORANGE BOX,)|the closest obeject from this vantage point almost halfway up the table  off to the right|the closest obeject from this vantage point halfway up the table  off to the right|
2|(object_2 PURPLE BOX,)|bottom of the table|bottom of the table|
3|(object_3 ORANGE CYLINDER,)|at the back right of the table|at the back right of the table|
1|(object_1 BLUE SPHERE,)|leaning on a squat orange cylinder in the middle of the table|leaning on a squat orange cylinder in the middle of the table|
4|(object_4 YELLOW BOX,)|the first object on the table|the first object on the table|
2|(object_5 PURPLE BOX,)|used to sit|used to sit|
5|(object_5 GREEN BOX,)|near to objectwhich is purple color|near to objectwhich purple color|
4|(object_4 YELLOW BOX,)|in the center below|in the center below|
1|(object_3 ORANGE BOX,)|placed between brown colored cylinder and pink colored cuboid| between brown colored cylinder and pink colored cuboid|
2|(object_1 YELLOW BOX,)|on the farther end of the table|on the farther end of the table|
2|(object_2 PURPLE BOX,)|start of the table|start of the table|
1|(object_3 ORANGE BOX,)|two thirds of the length of table back, and almost three quarters of the way across from the left edge|two thirds of the length of table back, and three quarters of the way across from the left edge|
2|(object_2 PURPLE BOX,)|two|two|
2|(object_5 PURPLE BOX,)|next to a taller purple cube and a yellow cube|next to a taller purple cube and a yellow cube|
1|(object_2 ORANGE CYLINDER,)|located near blue sphere| near blue sphere|
5|(object_3 BLUE BOX,)|the object  three is middle of the all objects|the object  three middle of the all objects|
2|(object_3 PURPLE BOX,)|object three|object three|
4|(object_5 YELLOW BOX,)|object no five|object no five|
4|(object_1 RED SPHERE,)|behind green block|behind green block|
2|(object_3 PURPLE BOX,)|placed at second position| at second position|
1|(object_1 BLUE SPHERE,)|ball|ball|
4|(object_5 YELLOW BOX,)|behind the dark yellow circle and red sphere and towards the back of the table|behind the dark yellow circle and red sphere and towards the back of the table|
5|(object_4 PURPLE BOX,)|the violet colored cube|the violet colored cube|
5|(object_5 GREEN BOX,)|in he middle of the table, next to one small ball|in he middle of the table, next to one ball|
2|(object_1 YELLOW BOX,)|in middle|in middle|
5|(object_4 PURPLE BOX,)|at one end of the table|at one end of the table|
2|(object_5 PURPLE BOX,)|halfway across the table toward teh left edge|halfway across the table toward teh left edge|
5|(object_2 PURPLE SPHERE,)|in middle|in middle|
1|(object_4 PINK BOX,)|light green in color here and is placed in front of all the objects|light green in color here and in front of all the objects|
5|(object_1 YELLOW SPHERE,)|yello colr|yello colr|
2|(object_2 PURPLE BOX,)|blue color|blue color|
4|(object_1 RED SPHERE,)|where the red ball is located|where the red ball |
5|(object_1 YELLOW SPHERE,)|a bit away from the centre of the table from the right|a bit away from the centre of the table from the right|
1|(object_2 ORANGE CYLINDER,)|palced at center on the table|palced at center on the table|
3|(object_5 ORANGE BOX,)|first to see on the table|first to see on the table|
5|(object_4 PURPLE BOX,)|squre|squre|
1|(object_5 PURPLE BOX,)|right on the edge|right on the edge|
3|(object_2 BLUE CYLINDER,)|round in shape|round in shape|
3|(object_1 GREEN CYLINDER,)|all the way in the back of the table a bit to the right of the center|all the way in the back of the table a bit to the right of the center|
3|(object_5 ORANGE BOX,)|about at the halfway point of the table and a little to the right| at the halfway point of the table and a to the right|
3|(object_3 ORANGE CYLINDER,)|near the far let hand side of the table|near the far let hand side of the table|
1|(object_4 PINK BOX,)|towards the top center of the table|towards the top center of the table|
1|(object_3 ORANGE BOX,)|in the middle of the other objects|in the middle of the other objects|
4|(object_4 YELLOW BOX,)|in the middle front|in the middle front|
2|(object_4 GREEN BOX,)|farthest back on the table from your pov, the only green object on the table, back right corner|farthest back on the table from your pov, the green object on the table, back right corner|
4|(object_3 GREEN BOX,)|far right corner behind other objects|far right corner behind other objects|
4|(object_4 YELLOW BOX,)|green colour|green colour|
2|(object_2 PURPLE BOX,)|placed on the lower left-hand corner of the table| on the lower left-hand corner of the table|
3|(object_4 GREEN BOX,)|in between the blue object and the orange rectangle|in between the blue object and the orange rectangle|
1|(object_5 PURPLE BOX,)|on the right back of the table behind all other objects|on the right back of the table behind all other objects|
3|(object_1 GREEN CYLINDER,)|number one|number one|
1|(object_1 BLUE SPHERE,)|located near the front of the table| near the front of the table|
3|(object_5 ORANGE BOX,)|we|we|
4|(object_4 YELLOW BOX,)|the red ball|the red ball|
5|(object_5 GREEN BOX,)|where you can find the greeen cube|where you can find the greeen cube|
5|(object_4 PURPLE BOX,)|number choclate colour infront of  box|number choclate colour infront of  box|
4|(object_3 GREEN BOX,)|table end of the picture|table end of the picture|
1|(object_4 PINK BOX,)|slightly to the left and under the dark purple rectangle| to the left and under the dark purple rectangle|
4|(object_1 RED SPHERE,)|behind the yellow cuboid at the center of the table|behind the yellow cuboid at the center of the table|
5|(object_5 GREEN BOX,)|next to small purple ball|next to purple ball|
2|(object_5 PURPLE BOX,)|a cube|a cube|
5|(object_2 PURPLE SPHERE,)|almost a square but onlong| a square but onlong|
2|(object_4 GREEN BOX,)|far back|far back|
2|(object_4 GREEN BOX,)|present at the edge of the table and behind all the objects|present at the edge of the table and behind all the objects|
1|(object_2 ORANGE CYLINDER,)|object   two|object   two|
5|(object_1 YELLOW SPHERE,)|landscape|landscape|
4|(object_5 YELLOW BOX,)|some what middle of the table|some what middle of the table|
2|(object_2 PURPLE BOX,)|the closest box on the table|the closest box on the table|
5|(object_3 BLUE BOX,)|the farthest object, angled with one end pointing towards the yellow sphere|the farthest object, angled with one end pointing towards the yellow sphere|
4|(object_3 GREEN BOX,)|at the back of a table behind a larger yellow rectangle|at the back of a table behind a larger yellow rectangle|
4|(object_1 RED SPHERE,)|in the center of the table|in the center of the table|
1|(object_2 ORANGE CYLINDER,)|sylindicar side|sylindicar side|
3|(object_2 BLUE CYLINDER,)|located in the top left quadrant of the table. only one orange rectangular figure is closer to the viewer| in the top left quadrant of the table. one orange rectangular figure closer to the viewer|
2|(object_4 GREEN BOX,)|at the top of the table|at the top of the table|
4|(object_2 ORANGE CYLINDER,)|adjacent to a red sphere|adjacent to a red sphere|
1|(object_4 PINK BOX,)|between the purple box and the orange rectangular prism, slighly to the left|between the purple box and the orange rectangular prism, slighly to the left|
4|(object_3 GREEN BOX,)|first on the table|first on the table|
2|(object_2 PURPLE BOX,)|this object is in the forefront of the table|this object in the forefront of the table|
2|(object_1 YELLOW BOX,)|far end of the table|far end of the table|
1|(object_5 PURPLE BOX,)|near right corner at the back of table|near right corner at the back of table|
4|(object_3 GREEN BOX,)|closest to the far edge of the table|closest to the far edge of the table|
4|(object_4 YELLOW BOX,)|in the front most position on the table|in the front most position on the table|
2|(object_2 PURPLE BOX,)|closest to the viewer on the table|closest to the viewer on the table|
2|(object_1 YELLOW BOX,)|it is near to object  five| near to object  five|
2|(object_2 PURPLE BOX,)|at extreme corner of the table alone|at extreme corner of the table alone|
5|(object_2 PURPLE SPHERE,)|and its kinda in center of the table|and its kinda in center of the table|
3|(object_5 ORANGE BOX,)|about halfway down the table| halfway down the table|
2|(object_5 PURPLE BOX,)|left side of the table int he middle|left side of the table int he middle|
1|(object_1 BLUE SPHERE,)|next to a brown cylinder in front of all the other objects|next to a brown cylinder in front of all the other objects|
1|(object_4 PINK BOX,)|between the purple object and the square orange object|between the purple object and the square orange object|
4|(object_4 YELLOW BOX,)|up front|up front|
4|(object_3 GREEN BOX,)|top middle of the table|top middle of the table|
