1|(object_2 ORANGE CYLINDER,)|orange cyclinder|orange cyclinder|
4|(object_5 YELLOW BOX,)|yellow  rectangle|yellow  rectangle|
3|(object_4 GREEN BOX,)|near the blue shape|near the blue shape|
3|(object_4 GREEN BOX,)|in a rectangular shape but has been rotated and been placed|in a rectangular shape but been rotated and been |
3|(object_2 BLUE CYLINDER,)|left of green rectangle|left of green rectangle|
5|(object_2 PURPLE SPHERE,)|a small purple globe|a purple globe|
3|(object_4 GREEN BOX,)|landscape square|landscape square|
2|(object_3 PURPLE BOX,)|second big  purple colour square box|second purple colour square box|
3|(object_4 GREEN BOX,)|rectangle prism|rectangle prism|
1|(object_2 ORANGE CYLINDER,)|very close to another object| close to another object|
2|(object_2 PURPLE BOX,)|a medium-sized purple cube|a - purple cube|
2|(object_3 PURPLE BOX,)|the third nearest to the green cube|the third nearest to the green cube|
2|(object_4 GREEN BOX,)|back on the table|back on the table|
5|(object_5 GREEN BOX,)|a lime green rectangle|a lime green rectangle|
2|(object_3 PURPLE BOX,)|is a ractanle shape object which is little smaller than the biggest object| a ractanle shape object which smaller than the biggest object|
4|(object_1 RED SPHERE,)|in between the yellow boxes and beside the orange cylinder|in between the yellow boxes and beside the orange cylinder|
1|(object_2 ORANGE CYLINDER,)|a large, orange wide cylinder|a , orange cylinder|
2|(object_5 PURPLE BOX,)|corner|corner|
3|(object_4 GREEN BOX,)|rectangular prism|rectangular prism|
4|(object_4 YELLOW BOX,)|a yellow rectangular prism standing up|a yellow rectangular prism up|
3|(object_1 GREEN CYLINDER,)|cylinder|cylinder|
5|(object_5 GREEN BOX,)|cuboid|cuboid|
3|(object_4 GREEN BOX,)|a lengthwise rectangular prism|a lengthwise rectangular prism|
4|(object_3 GREEN BOX,)|cube|cube|
5|(object_4 PURPLE BOX,)|a purple box with a blue number on top|a purple box with a blue number on top|
1|(object_5 PURPLE BOX,)|brown color cuboid|brown color cuboid|
1|(object_1 BLUE SPHERE,)|fully finished blue circular object|fully finished blue circular object|
2|(object_3 PURPLE BOX,)|rectangle|rectangle|
2|(object_4 GREEN BOX,)|green in colour|green in colour|
1|(object_2 ORANGE CYLINDER,)|on  the  left  side of  object  one|on  the  left  side of  object  one|
1|(object_1 BLUE SPHERE,)|blue ball|blue ball|
3|(object_1 GREEN CYLINDER,)|a short, green cylinder|a , green cylinder|
3|(object_3 ORANGE CYLINDER,)|far left corner|far left corner|
5|(object_1 YELLOW SPHERE,)|an egg shaped yellow object|an egg shaped yellow object|
2|(object_4 GREEN BOX,)|this is the green object|this the green object|
2|(object_1 YELLOW BOX,)|yellow square box|yellow square box|
5|(object_3 BLUE BOX,)|blue|blue|
2|(object_2 PURPLE BOX,)|violet color square box|violet color square box|
2|(object_4 GREEN BOX,)|below one|below one|
5|(object_4 PURPLE BOX,)|purple cube|purple cube|
4|(object_3 GREEN BOX,)|green in color. and in the far end of the table|green in color. and in the far end of the table|
5|(object_1 YELLOW SPHERE,)|circle|circle|
2|(object_1 YELLOW BOX,)|a yellow cube of which  two sides are visible|a yellow cube of which  two sides are visible|
4|(object_4 YELLOW BOX,)|the tall and wide yellow cube|the and yellow cube|
5|(object_2 PURPLE SPHERE,)|in the middle of the table|in the middle of the table|
4|(object_2 ORANGE CYLINDER,)|a brown coloured circular tank|a brown coloured circular tank|
2|(object_1 YELLOW BOX,)|in yellow color and cubic shape|in yellow color and cubic shape|
5|(object_5 GREEN BOX,)|small square| square|
2|(object_4 GREEN BOX,)|on the top right|on the top right|
2|(object_1 YELLOW BOX,)|yellow  cube|yellow  cube|
4|(object_3 GREEN BOX,)|rectangular prism|rectangular prism|
3|(object_5 ORANGE BOX,)|orange rectangular box|orange rectangular box|
4|(object_1 RED SPHERE,)|red ball|red ball|
3|(object_3 ORANGE CYLINDER,)|a small orange cylinder with a width greater than it's height|a orange cylinder with a width greater than 's height|
5|(object_1 YELLOW SPHERE,)|yellow sphere|yellow sphere|
4|(object_1 RED SPHERE,)|sphere and color is red|sphere and color red|
2|(object_5 PURPLE BOX,)|square|square|
2|(object_2 PURPLE BOX,)|rectangle box|rectangle box|
3|(object_4 GREEN BOX,)|green box|green box|
4|(object_3 GREEN BOX,)|green cube|green cube|
3|(object_1 GREEN CYLINDER,)|in green cylindrical in shape|in green cylindrical in shape|
1|(object_3 ORANGE BOX,)|a rectangular box of orange colour|a rectangular box of orange colour|
3|(object_2 BLUE CYLINDER,)|a blue raised circle|a blue raised circle|
3|(object_1 GREEN CYLINDER,)|green cylindrical shape|green cylindrical shape|
4|(object_2 ORANGE CYLINDER,)|circle|circle|
4|(object_5 YELLOW BOX,)|yellow wide square|yellow square|
4|(object_4 YELLOW BOX,)|a rectangular object standing upright on its longest side|a rectangular object on its longest side|
3|(object_2 BLUE CYLINDER,)|a blue disk|a blue disk|
1|(object_3 ORANGE BOX,)|an orange cylindrical block|an orange cylindrical block|
3|(object_3 ORANGE CYLINDER,)|a orange cilander|a orange cilander|
2|(object_5 PURPLE BOX,)|second smallest object on the table|second smallest object on the table|
1|(object_4 PINK BOX,)|rectangle standing up|rectangle up|
2|(object_1 YELLOW BOX,)|at the front of the table|at the front of the table|
3|(object_3 ORANGE CYLINDER,)|a maroon cylinder|a maroon cylinder|
3|(object_3 ORANGE CYLINDER,)|a table stand|a table stand|
1|(object_5 PURPLE BOX,)|the smallest rectagular box which is also purple|the smallest rectagular box which also purple|
1|(object_4 PINK BOX,)|in the middle of object five and object three|in the middle of object five and object three|
3|(object_4 GREEN BOX,)|to the right of a blue circle|to the right of a blue circle|
3|(object_4 GREEN BOX,)|center place of the others|center place of the others|
3|(object_4 GREEN BOX,)|green rectangular prism|green rectangular prism|
5|(object_1 YELLOW SPHERE,)|dd|dd|
1|(object_3 ORANGE BOX,)|cuboid|cuboid|
3|(object_1 GREEN CYLINDER,)|an orange cylindar|an orange cylindar|
2|(object_4 GREEN BOX,)|small green cube| green cube|
3|(object_5 ORANGE BOX,)|like a piece of sweet|like a piece of sweet|
3|(object_1 GREEN CYLINDER,)|a green colored cylinderical object|a green colored cylinderical object|
3|(object_3 ORANGE CYLINDER,)|oval in shape|oval in shape|
4|(object_4 YELLOW BOX,)|rectangle|rectangle|
5|(object_2 PURPLE SPHERE,)|pink round|pink round|
3|(object_3 ORANGE CYLINDER,)|it is on the left corner side of the table| on the left corner side of the table|
5|(object_5 GREEN BOX,)|cuboid|cuboid|
3|(object_4 GREEN BOX,)|sqare shape and  colour is green|sqare shape and  colour green|
1|(object_2 ORANGE CYLINDER,)|it is a orange cylindrical cube| a orange cylindrical cube|
4|(object_2 ORANGE CYLINDER,)|an orange column|an orange column|
4|(object_2 ORANGE CYLINDER,)|a brownish cylindrical solid object|a brownish cylindrical solid object|
3|(object_5 ORANGE BOX,)|squre|squre|
1|(object_2 ORANGE CYLINDER,)|landscape round|landscape round|
3|(object_2 BLUE CYLINDER,)|cylinderical blue  colour|cylinderical blue  colour|
1|(object_1 BLUE SPHERE,)|a medium-sized blue sphere|a - blue sphere|
5|(object_4 PURPLE BOX,)|number is purble box in first the table|number purble box in first the table|
3|(object_2 BLUE CYLINDER,)|it is the smallest among all| the smallest among all|
2|(object_4 GREEN BOX,)|a dark green cuboid|a dark green cuboid|
2|(object_4 GREEN BOX,)|green box|green box|
2|(object_4 GREEN BOX,)|green in color and|green in color and|
5|(object_3 BLUE BOX,)|a thin blue cuboid|a thin blue cuboid|
4|(object_2 ORANGE CYLINDER,)|orange cylinder|orange cylinder|
2|(object_2 PURPLE BOX,)|near the nearest left corner of the table|near the nearest left corner of the table|
1|(object_2 ORANGE CYLINDER,)|circle|circle|
5|(object_2 PURPLE SPHERE,)|a small purple sphere right next to the green box near the middle of the tabletop|a purple sphere right next to the green box near the middle of the tabletop|
3|(object_2 BLUE CYLINDER,)|blue cylinder|blue cylinder|
1|(object_3 ORANGE BOX,)|orange rectangle|orange rectangle|
1|(object_4 PINK BOX,)|light purple coloured cuboid and|light purple coloured cuboid and|
4|(object_3 GREEN BOX,)|the smallest|the smallest|
3|(object_5 ORANGE BOX,)|side|side|
3|(object_2 BLUE CYLINDER,)|to the left of the table|to the left of the table|
2|(object_1 YELLOW BOX,)|greenish yellow cube|greenish yellow cube|
4|(object_2 ORANGE CYLINDER,)|an orange disc|an orange disc|
5|(object_3 BLUE BOX,)|object  is cube and the color is blue|object cube and the color blue|
4|(object_1 RED SPHERE,)|the red spherical object|the red spherical object|
1|(object_4 PINK BOX,)|skin colour cuboid|skin colour cuboid|
4|(object_4 YELLOW BOX,)|yellow box|yellow box|
2|(object_1 YELLOW BOX,)|square|square|
1|(object_1 BLUE SPHERE,)|blue ball|blue ball|
4|(object_2 ORANGE CYLINDER,)|beside red ball|beside red ball|
1|(object_2 ORANGE CYLINDER,)|an orange cylander|an orange cylander|
5|(object_1 YELLOW SPHERE,)|next to object three|next to object three|
5|(object_3 BLUE BOX,)|a tall slim blue square|a slim blue square|
2|(object_5 PURPLE BOX,)|smallest unit|smallest unit|
3|(object_4 GREEN BOX,)|the object  four is near the violet circle|the object  four near the violet circle|
4|(object_5 YELLOW BOX,)|bloue colour is table corner, other colours in right sie , left side and middle is there|bloue colour table corner, other colours in right sie , left side and middle there|
2|(object_5 PURPLE BOX,)|the smallest purple cube|the smallest purple cube|
4|(object_4 YELLOW BOX,)|rectangular and yellow|rectangular and yellow|
5|(object_4 PURPLE BOX,)|near the front edge of the table|near the front edge of the table|
2|(object_3 PURPLE BOX,)|cube|cube|
1|(object_3 ORANGE BOX,)|rectangle|rectangle|
3|(object_2 BLUE CYLINDER,)|blue coloured cylindrical shaped object nearest to green coloured rectangular block|blue coloured cylindrical shaped object nearest to green coloured rectangular block|
3|(object_4 GREEN BOX,)|a rectangular box of green colour|a rectangular box of green colour|
5|(object_1 YELLOW SPHERE,)|big yellow ball| yellow ball|
3|(object_2 BLUE CYLINDER,)|it's a cylender and color is blue| 's a cylender and color blue|
5|(object_5 GREEN BOX,)|a grren rectangular box|a grren rectangular box|
1|(object_4 PINK BOX,)|square|square|
5|(object_1 YELLOW SPHERE,)|a circular shaped yellow object|a circular shaped yellow object|
5|(object_3 BLUE BOX,)|a mid sized cube|a mid cube|
4|(object_2 ORANGE CYLINDER,)|cylinder|cylinder|
1|(object_4 PINK BOX,)|a mauve prism|a mauve prism|
5|(object_4 PURPLE BOX,)|a purple cubelike object that|a purple cubelike object that|
2|(object_5 PURPLE BOX,)|a dark purple square box whose sides are narrower than its top and bottom if it were lying flat|a dark purple square box whose sides are narrower than its top and bottom if were |
4|(object_2 ORANGE CYLINDER,)|round flat circle|round circle|
1|(object_3 ORANGE BOX,)|an yellow redangle object placed vertically|an yellow redangle object vertically|
4|(object_3 GREEN BOX,)|facing down|facing down|
2|(object_3 PURPLE BOX,)|the tallish rectangular prism|the tallish rectangular prism|
5|(object_1 YELLOW SPHERE,)|sphere and yellow in color|sphere and yellow in color|
1|(object_4 PINK BOX,)|in front of block five and beside block three|in front of block five and beside block three|
1|(object_4 PINK BOX,)|pink colored rectangle|pink colored rectangle|
1|(object_4 PINK BOX,)|a mauve rectangular box|a mauve rectangular box|
1|(object_3 ORANGE BOX,)|yellow rectangular box|yellow rectangular box|
3|(object_5 ORANGE BOX,)|the tallest brown rectangular object|the tallest brown rectangular object|
3|(object_5 ORANGE BOX,)|orange rectangular solid|orange rectangular solid|
3|(object_3 ORANGE CYLINDER,)|short brown cylinder| brown cylinder|
4|(object_2 ORANGE CYLINDER,)|a short orange cylindrical block|a orange cylindrical block|
2|(object_1 YELLOW BOX,)|cube|cube|
5|(object_3 BLUE BOX,)|close to the end of the table|close to the end of the table|
1|(object_3 ORANGE BOX,)|rectangle|rectangle|
4|(object_4 YELLOW BOX,)|laying down| down|
1|(object_1 BLUE SPHERE,)|a shiny blue sphere|a shiny blue sphere|
3|(object_5 ORANGE BOX,)|a brown, rectangular solid|a brown, rectangular solid|
5|(object_4 PURPLE BOX,)|cube|cube|
2|(object_5 PURPLE BOX,)|cube|cube|
4|(object_1 RED SPHERE,)|cirlce (a circle is the set or locus of all points in a plane which are equidistant from a fixed point. this fixed point is called the centre)|cirlce (a circle the set or locus of all points in a plane which are equidistant from a fixed point. this fixed point called the centre)|
2|(object_2 PURPLE BOX,)|the closest purple box|the closest purple box|
1|(object_1 BLUE SPHERE,)|ball|ball|
4|(object_5 YELLOW BOX,)|a small yellow  cube with a length greater than its height|a yellow  cube with a length greater than its height|
4|(object_3 GREEN BOX,)|a green, slightly vertically squished, cube|a green, vertically squished, cube|
1|(object_5 PURPLE BOX,)|top corner|top corner|
2|(object_1 YELLOW BOX,)|yellow square|yellow square|
1|(object_3 ORANGE BOX,)|a big light brown colour rectangular shape object|a light brown colour rectangular shape object|
3|(object_4 GREEN BOX,)|rectangle|rectangle|
4|(object_4 YELLOW BOX,)|a rectangular yellow block standing on its side|a rectangular yellow block on its side|
3|(object_3 ORANGE CYLINDER,)|at the far left of the viewer|at the far left of the viewer|
4|(object_3 GREEN BOX,)|behind all the other objects|behind all the other objects|
5|(object_2 PURPLE SPHERE,)|sphere|sphere|
5|(object_5 GREEN BOX,)|a pink rectangle cube object|a pink rectangle cube object|
3|(object_3 ORANGE CYLINDER,)|a brown disk|a brown disk|
4|(object_2 ORANGE CYLINDER,)|round|round|
1|(object_3 ORANGE BOX,)|right side|right side|
3|(object_1 GREEN CYLINDER,)|a circular one|a circular one|
2|(object_4 GREEN BOX,)|least one|least one|
3|(object_4 GREEN BOX,)|two green cubes stacked on top of each other|two green cubes stacked on top of each other|
2|(object_4 GREEN BOX,)|green rectangular prism|green rectangular prism|
2|(object_5 PURPLE BOX,)|a slim purple cube|a slim purple cube|
2|(object_3 PURPLE BOX,)|the second closest from my perspective|the second closest from my perspective|
1|(object_3 ORANGE BOX,)|rectangle|rectangle|
2|(object_3 PURPLE BOX,)|violet colour tallest rectangular cuboid|violet colour tallest rectangular cuboid|
4|(object_5 YELLOW BOX,)|middle of the table|middle of the table|
3|(object_1 GREEN CYLINDER,)|a green cylindrical object|a green cylindrical object|
3|(object_1 GREEN CYLINDER,)|green|green|
4|(object_2 ORANGE CYLINDER,)|brown cylinder|brown cylinder|
4|(object_5 YELLOW BOX,)|slightly farther than center of table| farther than center of table|
2|(object_3 PURPLE BOX,)|in the left of both violet object in the middle right of the table|in the left of both violet object in the middle right of the table|
1|(object_1 BLUE SPHERE,)|just near by the two object| near by the two object|
3|(object_4 GREEN BOX,)|left center|left center|
3|(object_3 ORANGE CYLINDER,)|table's  left  corner|table's  left  corner|
3|(object_3 ORANGE CYLINDER,)|orange colored cylinder|orange colored cylinder|
1|(object_3 ORANGE BOX,)|rectangle|rectangle|
5|(object_5 GREEN BOX,)|green rectangular box|green rectangular box|
3|(object_2 BLUE CYLINDER,)|circle|circle|
4|(object_4 YELLOW BOX,)|the largest yellow block|the largest yellow block|
5|(object_2 PURPLE SPHERE,)|round|round|
3|(object_1 GREEN CYLINDER,)|a green colored circular piece|a green colored circular piece|
4|(object_3 GREEN BOX,)|green cube|green cube|
2|(object_4 GREEN BOX,)|a small wood block|a wood block|
5|(object_4 PURPLE BOX,)|big violet square box| violet square box|
1|(object_1 BLUE SPHERE,)|blue ball|blue ball|
1|(object_5 PURPLE BOX,)|farthest away|farthest away|
5|(object_5 GREEN BOX,)|green rectangle shaped one|green rectangle shaped one|
1|(object_4 PINK BOX,)|light purple|light purple|
2|(object_3 PURPLE BOX,)|cube|cube|
4|(object_1 RED SPHERE,)|round|round|
2|(object_2 PURPLE BOX,)|cube|cube|
5|(object_3 BLUE BOX,)|long dark blue color rectangle box|long dark blue color rectangle box|
1|(object_2 ORANGE CYLINDER,)|beside the blue sphere|beside the blue sphere|
5|(object_4 PURPLE BOX,)|cube|cube|
1|(object_2 ORANGE CYLINDER,)|placed on the center of the table| on the center of the table|
2|(object_3 PURPLE BOX,)|middle of the table|middle of the table|
3|(object_4 GREEN BOX,)|a square positioned near object two|a square near object two|
3|(object_5 ORANGE BOX,)|in front of all of the other objects|in front of all of the other objects|
4|(object_2 ORANGE CYLINDER,)|round shape|round shape|
5|(object_3 BLUE BOX,)|rectangle shaped in blue color|rectangle shaped in blue color|
1|(object_5 PURPLE BOX,)|top corner|top corner|
5|(object_2 PURPLE SPHERE,)|a round shaped purple colored object which|a round shaped purple colored object which|
5|(object_2 PURPLE SPHERE,)|small purple ball that| purple ball that|
5|(object_1 YELLOW SPHERE,)|yellow round ball|yellow round ball|
1|(object_2 ORANGE CYLINDER,)|orange and cylindrical shape|orange and cylindrical shape|
1|(object_4 PINK BOX,)|a grey/green rectangular block sitting up-ended on the table|a grey/green rectangular block up-ended on the table|
5|(object_3 BLUE BOX,)|back of one|back of one|
4|(object_2 ORANGE CYLINDER,)|red|red|
2|(object_5 PURPLE BOX,)|cube bigger than smallest but smaller than other three|cube bigger than smallest but smaller than other three|
5|(object_5 GREEN BOX,)|a green rectangular prism on it's long side|a green rectangular prism on 's long side|
2|(object_1 YELLOW BOX,)|an average sized mustard-yellow cube|an average mustard-yellow cube|
4|(object_5 YELLOW BOX,)|rectangle|rectangle|
5|(object_3 BLUE BOX,)|a blue colour cuboid|a blue colour cuboid|
1|(object_3 ORANGE BOX,)|is the orangish object that isn't cylindrical| the orangish object that isn't cylindrical|
4|(object_5 YELLOW BOX,)|this is yellow redangle object placed horizandally|this yellow redangle object horizandally|
3|(object_3 ORANGE CYLINDER,)|cube|cube|
1|(object_2 ORANGE CYLINDER,)|circle|circle|
3|(object_2 BLUE CYLINDER,)|a small violet colour round shape object|a violet colour round shape object|
2|(object_1 YELLOW BOX,)|square|square|
3|(object_4 GREEN BOX,)|rectangular|rectangular|
5|(object_5 GREEN BOX,)|green cuboid|green cuboid|
3|(object_5 ORANGE BOX,)|rectangular block|rectangular block|
5|(object_2 PURPLE SPHERE,)|next to the green cube|next to the green cube|
