towards the far side of the table , 'RelationLandmarkPhrase\n  Relation "towards"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "far"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
next to the red ball on the table , 'RelationLandmarkPhrase\n  Relation "next to"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "red"\n        Noun "ball"\n      RelationLandmarkPhrase\n        OnRelation "on"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
next to a red ball , 'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "red"\n      Noun "ball"\n'
next to a blue ball , 'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "ball"\n'
in the right side of the orange block , 'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "right"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          AdjectiveNounPhrase\n            AdjectivePhrase\n              Adjective "orange"\n            Noun "block"\n'
behind the blue cylinder , 'RelationLandmarkPhrase\n  Relation "behind"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "cylinder"\n'
to the left of the red ball , 'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "red"\n      Noun "ball"\n'
near to green rectangular cuboid , 'RelationLandmarkPhrase\n  DistanceRelation\n    MeasurePhrase\n      DistanceMeasure "near to"\n  ReferringExpression2\n    AdjectiveNounPhrase\n      TwoAdjectivePhrase\n        Adjective "green"\n        Adjective "rectangular"\n      Noun "cuboid"\n'
at the end of the table , 'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
in middle , 'RelationLandmarkPhrase\n  OnRelation "in"\n  ReferringExpression2\n    NounPhrase\n      Noun "middle"\n'
next to the blue cylinder , 'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "cylinder"\n'
near the yellow ball , 'RelationLandmarkPhrase\n  Relation "near"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "yellow"\n      Noun "ball"\n'
on the right end of the table near the yellow object , 'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "right"\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ExtrinsicReferringExpression\n          Article "the"\n          RelationNounPhrase\n            NounPhrase\n              Noun "table"\n            RelationLandmarkPhrase\n              Relation "near"\n              ReferringExpression\n                Article "the"\n                AdjectiveNounPhrase\n                  AdjectivePhrase\n                    Adjective "yellow"\n                  Noun "object"\n'
next to the green box , 'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "green"\n      Noun "box"\n'
in the middle , 'RelationLandmarkPhrase\n  OnRelation "in"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "middle"\n'
at the corner of table , 'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "corner"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression2\n          NounPhrase\n            Noun "table"\n'
on the top end of the table , 'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "top"\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
near a sphere , 'RelationLandmarkPhrase\n  Relation "near"\n  ReferringExpression\n    Article "a"\n    NounPhrase\n      Noun "sphere"\n'
on a table , 'RelationLandmarkPhrase\n  OnRelation "on"\n  ReferringExpression\n    Article "a"\n    NounPhrase\n      Noun "table"\n'
near to a sphere , 'RelationLandmarkPhrase\n  DistanceRelation\n    MeasurePhrase\n      DistanceMeasure "near to"\n  ReferringExpression\n    Article "a"\n    NounPhrase\n      Noun "sphere"\n'
to the left of the yellow cube , 'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "yellow"\n      Noun "cube"\n'
close to the corner of a table , 'RelationLandmarkPhrase\n  Relation "close to"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "corner"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "a"\n          NounPhrase\n            Noun "table"\n'
in front of the table , 'RelationLandmarkPhrase\n  Relation "in front of"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "table"\n'
at the end of the table , 'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
close to the blue colored box , 'RelationLandmarkPhrase\n  Relation "close to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      TwoAdjectivePhrase\n        Adjective "blue"\n        Adjective "colored"\n      Noun "box"\n'
near the far edge of the table , 'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "far"\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
next to the blue sphere in the middle of the table , 'RelationLandmarkPhrase\n  Relation "next to"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "blue"\n        Noun "sphere"\n      RelationLandmarkPhrase\n        OnRelation "in"\n        ExtrinsicReferringExpression\n          Article "the"\n          RelationNounPhrase\n            NounPhrase\n              Noun "middle"\n            RelationLandmarkPhrase\n              PartOfRelation\n                BelongingTag "of"\n              ReferringExpression\n                Article "the"\n                NounPhrase\n                  Noun "table"\n'
near to rectangle , 'RelationLandmarkPhrase\n  DistanceRelation\n    MeasurePhrase\n      DistanceMeasure "near to"\n  ReferringExpression2\n    NounPhrase\n      Noun "rectangle"\n'
at the back edge towards the right corner , 'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "back"\n        Noun "edge"\n      RelationLandmarkPhrase\n        Relation "towards"\n        ReferringExpression\n          Article "the"\n          AdjectiveNounPhrase\n            AdjectivePhrase\n              OrientationAdjective\n                Direction "right"\n            Noun "corner"\n'
near the middle of the table , 'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
next to cylinder in the middle of the table , 'RelationLandmarkPhrase\n  Relation "next to"\n  ExtrinsicReferringExpression2\n    RelationNounPhrase\n      NounPhrase\n        Noun "cylinder"\n      RelationLandmarkPhrase\n        OnRelation "in"\n        ExtrinsicReferringExpression\n          Article "the"\n          RelationNounPhrase\n            NounPhrase\n              Noun "middle"\n            RelationLandmarkPhrase\n              PartOfRelation\n                BelongingTag "of"\n              ReferringExpression\n                Article "the"\n                NounPhrase\n                  Noun "table"\n'
in the middle of the table , 'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
above the red ball at the center of the table , 'RelationLandmarkPhrase\n  Relation "above"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "red"\n        Noun "ball"\n      RelationLandmarkPhrase\n        Relation "at"\n        ExtrinsicReferringExpression\n          Article "the"\n          RelationNounPhrase\n            NounPhrase\n              Noun "center"\n            RelationLandmarkPhrase\n              PartOfRelation\n                BelongingTag "of"\n              ReferringExpression\n                Article "the"\n                NounPhrase\n                  Noun "table"\n'
on the back right side on the table , 'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        TwoAdjectivePhrase\n          OrientationAdjective\n            Direction "back"\n          OrientationAdjective\n            Direction "right"\n        Noun "side"\n      RelationLandmarkPhrase\n        OnRelation "on"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
near to top right corner , 'RelationLandmarkPhrase\n  DistanceRelation\n    MeasurePhrase\n      DistanceMeasure "near to"\n  ReferringExpression2\n    AdjectiveNounPhrase\n      TwoAdjectivePhrase\n        Adjective "top"\n        OrientationAdjective\n          Direction "right"\n      Noun "corner"\n'
in the top right corner of the table , 'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        TwoAdjectivePhrase\n          Adjective "top"\n          OrientationAdjective\n            Direction "right"\n        Noun "corner"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
near the center , 'RelationLandmarkPhrase\n  Relation "near"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "center"\n'
to the left of the green rectangle , 'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "green"\n      Noun "rectangle"\n'
close to the yellow circle , 'RelationLandmarkPhrase\n  Relation "close to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "yellow"\n      Noun "circle"\n'
on the center of the table , 'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "center"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
in the middle of the table , 'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
at the far end of the table , 'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "far"\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
in the middle of the table , 'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
to the left of a red ball in the center of the table , 'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ExtrinsicReferringExpression\n    Article "a"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "red"\n        Noun "ball"\n      RelationLandmarkPhrase\n        OnRelation "in"\n        ExtrinsicReferringExpression\n          Article "the"\n          RelationNounPhrase\n            NounPhrase\n              Noun "center"\n            RelationLandmarkPhrase\n              PartOfRelation\n                BelongingTag "of"\n              ReferringExpression\n                Article "the"\n                NounPhrase\n                  Noun "table"\n'
near the middle of the table above the red ball , 'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ExtrinsicReferringExpression\n          Article "the"\n          RelationNounPhrase\n            NounPhrase\n              Noun "table"\n            RelationLandmarkPhrase\n              Relation "above"\n              ReferringExpression\n                Article "the"\n                AdjectiveNounPhrase\n                  AdjectivePhrase\n                    Adjective "red"\n                  Noun "ball"\n'
next to the purple ball , 'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "purple"\n      Noun "ball"\n'
towards the end of the table , 'RelationLandmarkPhrase\n  Relation "towards"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
next to green box , 'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression2\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "green"\n      Noun "box"\n'
in the middle of the table , 'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
at the far end of the table , 'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "far"\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
in middle , 'RelationLandmarkPhrase\n  OnRelation "in"\n  ReferringExpression2\n    NounPhrase\n      Noun "middle"\n'
to the left of purple sphere , 'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression2\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "purple"\n      Noun "sphere"\n'
on the far end of the table , 'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "far"\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
in the left side of the red circle , 'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "left"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          AdjectiveNounPhrase\n            AdjectivePhrase\n              Adjective "red"\n            Noun "circle"\n'
in the middle of the table , 'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
near the edge of the table , 'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
on the edge of the table , 'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
in the middle of the table , 'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
at the middle close to blue circle , 'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        Relation "close to"\n        ReferringExpression2\n          AdjectiveNounPhrase\n            AdjectivePhrase\n              Adjective "blue"\n            Noun "circle"\n'
near the top side of the table , 'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "top"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
at the left side of the table , 'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "left"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
next to a purple sphere , 'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "purple"\n      Noun "sphere"\n'
to the left of the orange cylinder , 'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "orange"\n      Noun "cylinder"\n'
near the middle of the table next to a red sphere , 'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ExtrinsicReferringExpression\n          Article "the"\n          RelationNounPhrase\n            NounPhrase\n              Noun "table"\n            RelationLandmarkPhrase\n              Relation "next to"\n              ReferringExpression\n                Article "a"\n                AdjectiveNounPhrase\n                  AdjectivePhrase\n                    Adjective "red"\n                  Noun "sphere"\n'
to the right of the green rectangle , 'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "right"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "green"\n      Noun "rectangle"\n'
near to the center of the table , 'RelationLandmarkPhrase\n  DistanceRelation\n    MeasurePhrase\n      DistanceMeasure "near to"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "center"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'
